lab,sex,sexpref,age,behavior1,behavior2,behavior3,attitude1,attitude2,attitude3,desire1,desire2,desire3,sra
yes,female,men,20,1,1,1,1,1,1,3,2,1,4
yes,female,men,20,4,2,3,4,3,3,2,2,1,5
yes,female,men,21,4,4,4,4,4,5,4,3,3,4
yes,female,men,22,3,2,1,1,1,2,2,1,1,5
no,male,either,19,3,3,3,5,4,4,4,4,4,4
no,female,men,18,3,2,3,2,2,2,5,4,4,5
no,female,men,23,4,5,5,4,3,3,4,2,2,6
no,female,women,20,4,4,4,5,5,5,5,4,4,3
no,female,men,21,3,2,2,3,1,4,3,4,5,3
no,female,women,21,3,4,5,5,5,3,5,4,3,6
no,female,men,19,2,2,1,1,1,1,1,5,1,4
yes,male,women,21,2,1,1,1,1,1,5,3,4,4
yes,male,men,52,1,1,1,1,1,1,4,1,1,5
yes,female,men,19,2,1,1,3,2,4,2,1,1,4
yes,male,women,23,4,3,4,4,4,4,5,5,5,7
yes,female,men,20,1,1,1,3,4,3,5,2,4,2
yes,female,men,20,3,1,2,5,5,5,4,3,2,5
yes,female,men,19,3,2,3,2,1,4,3,2,2,5
yes,female,men,18,1,1,1,1,1,1,1,1,1,4
yes,male,women,20,5,5,5,5,5,5,5,5,4,6
no,female,either,33,1,1,1,1,1,1,1,1,1,1
no,female,men,21,3,4,5,3,3,3,2,2,2,4
no,female,men,18,2,1,2,3,4,2,5,4,5,6
no,female,men,21,3,2,2,5,1,5,4,3,2,6
no,female,women,20,1,3,2,1,1,1,4,1,1,6
no,female,men,19,1,1,1,4,4,4,5,4,3,5
yes,female,men,22,1,1,1,1,1,1,1,1,1,4
yes,male,women,27,4,2,3,1,1,1,5,2,1,5
yes,female,either,18,5,5,5,5,5,5,4,4,4,2
yes,female,men,22,2,3,3,1,1,2,2,1,1,4
yes,male,women,21,2,3,3,3,2,4,4,4,2,5
yes,male,women,20,3,2,2,5,4,5,3,2,2,5
yes,female,men,20,3,2,2,3,2,3,4,3,4,7
yes,female,men,19,1,1,1,5,3,5,4,3,2,5
yes,female,men,21,2,2,2,3,2,2,5,5,3,5
yes,female,men,20,3,1,2,5,2,3,3,3,2,5
yes,male,women,19,5,4,5,4,3,4,3,2,2,5
no,female,men,48,2,2,3,2,1,3,2,2,2,4
no,female,men,23,4,3,3,3,1,4,3,2,2,4
no,female,men,24,4,4,5,4,4,5,5,4,4,3
no,male,women,20,1,1,1,2,1,2,3,3,2,3
yes,female,men,19,2,3,3,5,3,4,4,2,3,5
yes,female,men,18,3,2,2,3,2,4,1,2,1,4
yes,female,men,18,3,2,2,1,1,2,5,4,3,2
yes,female,men,18,2,1,1,1,2,4,3,3,1,5
yes,female,men,19,2,3,2,3,3,4,4,4,3,6
no,female,men,20,1,2,2,1,1,2,4,2,3,5
no,female,men,18,2,2,3,5,2,3,2,3,2,6
no,female,men,19,2,2,2,4,3,4,3,2,2,3
no,male,either,35,1,1,1,1,1,1,5,2,3,6
no,female,men,18,3,4,3,2,2,3,5,4,3,6
no,female,men,21,2,1,1,2,1,3,5,4,3,3
no,female,either,25,2,3,3,3,3,4,3,2,2,2
no,female,men,20,4,3,5,3,1,1,3,3,2,5
no,female,men,19,4,2,3,5,4,4,3,3,4,4
no,female,women,19,1,1,1,5,2,3,4,2,2,4
no,male,women,20,1,1,1,5,5,5,4,4,4,3
no,female,men,18,4,2,4,3,2,4,5,3,3,4
no,female,men,24,2,3,3,3,3,4,3,3,1,6
no,male,women,19,1,1,1,1,1,3,5,2,2,6
no,female,men,23,2,2,2,2,1,3,2,1,1,4
no,female,men,30,3,2,5,3,3,5,4,4,4,4
no,male,men,37,4,5,5,4,5,5,5,4,5,4
no,female,women,18,2,4,3,4,2,3,2,1,1,6
no,female,men,25,2,2,1,3,2,4,5,2,2,4
no,female,women,38,2,2,1,4,2,2,3,2,1,5
no,female,men,20,3,3,2,2,1,4,2,2,1,7
no,female,men,19,2,1,1,1,1,1,3,3,2,5
no,female,either,21,3,1,1,2,1,2,4,5,2,2
no,male,women,18,1,3,4,4,2,4,4,2,4,2
no,female,women,19,1,1,1,1,1,1,3,3,3,4
no,female,men,21,4,5,5,5,5,5,5,3,3,5
no,female,either,21,1,1,1,3,1,1,2,3,1,4
no,female,men,26,2,3,2,1,1,1,2,1,1,3
no,female,men,22,2,1,1,1,1,2,1,2,1,6
no,male,women,23,1,1,1,1,1,1,5,1,5,2
no,female,either,20,2,2,1,4,3,5,4,3,4,5
no,male,women,20,1,1,1,3,4,4,5,4,3,4
no,male,women,35,2,2,1,3,2,3,4,2,3,2
no,male,men,27,3,4,5,3,3,5,5,5,5,6
no,female,either,21,3,2,3,2,2,2,5,2,4,7
no,male,women,37,2,2,2,3,4,4,5,5,5,4
no,female,either,21,2,1,1,3,1,3,2,2,1,5
no,female,men,19,3,2,3,4,4,5,4,2,3,4
no,female,men,18,1,1,1,1,1,1,3,3,3,5
no,female,either,20,3,1,2,5,3,5,4,2,4,5
no,male,women,31,2,2,2,1,1,2,5,2,4,2
yes,female,men,18,2,2,1,3,3,2,3,3,2,4
yes,male,either,19,4,3,3,5,5,5,5,5,5,4
no,male,women,31,1,1,1,3,4,4,5,4,3,2
no,female,men,18,1,1,1,1,1,1,2,2,2,4
no,female,men,19,4,3,3,5,5,3,5,3,3,5
no,female,men,20,3,1,1,3,1,4,4,3,3,5
yes,male,women,21,1,2,1,1,1,1,5,1,1,4
yes,female,men,27,2,1,1,1,1,3,2,2,2,4
no,male,women,19,1,1,1,4,4,4,5,4,2,4
no,female,either,19,3,1,2,4,2,2,3,5,4,5
yes,female,either,21,4,3,3,3,2,2,2,2,2,5
yes,male,women,19,1,1,1,3,3,3,3,3,2,4
no,female,men,34,2,2,5,5,5,5,4,4,5,5
no,female,men,20,3,2,3,5,4,4,2,2,2,5
no,male,women,20,1,1,1,4,4,3,3,2,2,4
no,female,men,18,2,1,1,4,5,3,3,2,3,5
no,female,men,18,2,2,1,1,1,1,3,1,2,2
no,female,men,22,3,2,3,3,1,4,3,3,1,6
no,female,men,18,1,1,1,1,1,1,1,2,1,4
no,female,men,22,3,2,2,2,1,2,1,2,1,5
no,female,men,33,2,5,5,2,1,3,2,2,2,5
yes,female,men,21,4,4,4,4,4,4,4,4,4,4
no,female,either,21,3,1,2,4,3,4,3,3,2,7
no,male,women,19,3,5,5,5,5,5,5,5,5,7
no,female,men,20,3,2,3,5,5,5,5,5,2,5
no,female,men,18,1,1,1,3,1,2,3,2,3,5
no,female,men,24,1,1,1,2,1,1,1,1,1,4
no,female,men,18,1,1,1,2,2,2,4,3,2,6
no,male,either,20,4,4,1,5,5,5,4,3,1,5
no,female,men,21,2,2,2,3,3,5,3,3,2,5
no,female,men,19,2,1,1,2,5,1,2,2,2,6
no,female,men,23,1,1,1,4,3,4,4,3,3,2
no,male,men,21,2,3,2,3,2,1,2,1,2,6
no,female,either,18,3,3,3,3,4,4,5,4,4,5
no,female,men,21,2,2,3,5,3,3,5,2,2,5
no,male,women,21,1,1,1,1,1,1,3,3,3,5
no,female,men,19,2,1,1,2,1,2,4,3,2,6
no,female,men,21,2,1,1,3,1,1,1,1,1,4
no,female,men,22,1,1,1,1,1,1,4,2,1,4
no,female,men,24,2,1,1,2,4,5,4,1,5,6
no,male,women,20,2,1,1,2,2,1,5,4,5,2
no,male,men,47,2,5,5,4,4,5,3,3,2,6
no,female,men,31,2,2,3,4,3,3,2,2,2,5
no,female,men,35,3,4,5,4,3,4,3,2,3,5
no,female,men,20,2,2,1,3,1,3,2,2,2,5
no,female,men,22,5,5,5,3,2,4,4,4,3,5
no,female,men,21,1,1,1,3,2,1,3,4,2,4
no,male,women,19,2,1,2,5,1,4,2,1,1,5
no,female,men,22,3,2,2,2,1,2,1,2,2,3
no,female,women,18,1,1,1,2,1,1,5,5,2,4
no,female,women,21,2,3,3,2,2,2,2,2,2,6
no,female,men,18,1,1,1,1,1,1,1,1,1,5
no,male,women,19,2,3,3,5,5,4,5,5,3,4
no,female,either,18,3,2,3,3,2,3,3,3,4,5
no,male,men,21,1,1,1,4,2,5,3,3,2,4
no,female,men,20,3,2,1,1,1,2,2,2,2,6
no,female,men,35,2,3,3,4,1,3,3,2,1,3
no,male,women,22,2,1,1,5,5,5,5,5,5,2
no,male,men,18,3,2,2,4,3,3,3,3,3,6
no,female,men,20,1,1,1,4,2,2,2,1,1,5
no,female,men,24,2,3,4,3,2,4,2,1,1,7
no,female,men,18,1,1,1,1,1,1,3,3,3,5
no,male,women,28,2,2,3,5,2,2,5,5,5,7
no,female,men,21,3,3,3,3,1,3,2,3,2,6
no,female,men,22,4,3,3,4,4,4,5,4,2,6
no,female,either,23,2,3,3,2,2,3,4,4,2,6
no,female,men,18,1,1,1,5,5,4,5,5,4,5
no,female,men,23,2,1,1,1,1,1,2,1,1,4
no,female,men,19,4,2,5,5,4,4,5,4,5,7
no,female,men,20,1,1,1,5,4,2,5,4,4,4
no,female,either,21,2,3,3,5,5,5,3,2,2,4
no,female,men,22,3,4,5,4,1,4,5,4,3,5
no,female,men,21,1,1,1,2,1,2,4,3,2,3
no,female,men,22,2,3,4,5,4,5,3,2,4,4
no,female,men,23,2,3,3,4,2,3,3,3,2,5
no,female,men,18,4,3,5,4,4,5,2,1,2,6
no,female,either,22,3,3,3,4,2,4,4,4,3,5
no,female,men,22,2,3,4,3,3,2,3,3,3,5
no,female,men,20,1,2,3,5,4,3,3,3,2,5
no,female,men,32,2,3,3,3,5,5,3,3,2,4
no,female,men,19,2,3,2,1,1,1,1,2,3,2
no,female,men,25,3,5,5,3,3,2,3,4,2,3
no,female,men,19,2,1,1,5,1,1,2,1,1,4
no,female,men,19,2,2,3,1,1,1,2,1,1,3
no,female,men,20,2,2,2,3,2,4,3,4,2,5
no,female,men,21,2,1,1,2,3,2,2,2,2,4
no,female,men,20,3,2,2,5,2,3,2,3,1,5
no,female,men,21,1,1,1,5,3,4,5,1,1,3
no,male,men,22,4,1,2,1,1,3,4,4,2,5
no,female,men,21,4,2,3,4,5,4,4,4,1,7
no,female,men,20,5,3,5,5,5,4,4,5,4,6
no,female,men,19,1,1,1,1,1,1,1,1,1,4
no,female,men,19,3,2,2,3,2,2,2,3,1,4
no,male,men,32,4,4,4,5,5,5,4,4,5,6
no,female,women,19,2,1,2,5,3,5,4,3,2,4
no,female,men,19,1,1,1,1,1,1,2,1,1,6
no,female,either,20,2,2,2,4,4,4,4,2,2,5
no,female,men,18,3,3,5,4,5,5,3,3,1,6
no,female,either,23,2,3,5,5,5,5,4,4,3,6
no,female,men,21,1,1,1,1,2,1,4,5,2,6
no,female,men,19,2,2,2,3,1,2,2,2,1,4
no,female,men,22,2,2,2,4,2,3,3,3,2,3
no,female,men,22,1,3,2,3,2,2,3,3,4,5
no,male,women,20,4,3,3,5,5,5,5,5,5,6
no,female,men,18,1,1,1,2,1,1,4,4,4,2
no,female,men,26,1,2,1,1,3,3,5,4,5,5
no,male,men,30,3,2,3,5,5,5,3,2,4,3
no,female,men,19,4,2,2,4,3,4,3,3,2,6
no,male,men,21,2,4,4,4,5,4,4,2,2,4
no,female,women,20,3,2,2,4,3,3,3,2,2,4
no,male,women,19,1,1,1,4,4,3,3,4,3,5
no,male,women,19,2,1,1,4,3,4,4,4,4,5
no,male,women,18,2,2,4,4,3,5,3,3,2,6
no,female,men,18,2,1,1,1,1,1,2,2,2,5
no,female,men,20,2,2,1,4,1,2,4,1,1,5
no,male,women,42,2,4,5,5,4,3,4,3,2,5
no,female,men,21,3,3,4,3,2,5,3,2,4,6
no,female,men,22,3,4,4,5,1,4,4,4,4,7
no,female,men,21,2,2,2,1,1,2,2,2,2,4
no,female,men,27,2,1,1,2,3,2,4,3,2,4
no,male,women,27,3,1,2,5,3,4,4,4,4,6
no,female,men,18,4,3,2,2,1,2,2,2,2,6
no,male,women,25,3,2,4,5,5,5,5,5,5,6
no,male,men,21,3,1,1,2,2,3,2,3,3,6
no,female,men,22,5,3,5,5,5,5,5,5,5,7
no,female,men,18,3,3,3,2,2,2,2,2,1,5
no,male,men,20,3,3,3,3,1,2,4,4,5,6
no,female,men,18,1,1,1,3,3,2,4,2,2,6
no,female,men,19,1,1,1,2,2,2,1,3,1,1
no,female,men,18,3,2,2,5,4,4,5,4,3,5
no,female,women,20,2,1,3,3,2,4,5,3,2,6
no,female,men,20,1,1,1,1,1,1,4,2,2,3
no,female,men,20,2,1,1,1,1,1,4,2,1,6
no,female,men,18,3,2,2,4,3,4,3,2,1,5
no,female,men,18,2,1,1,5,4,4,3,2,3,5
no,female,men,18,2,2,1,3,2,2,1,2,1,5
no,female,men,20,3,3,5,3,2,2,3,4,3,5
no,male,women,41,2,2,2,4,5,4,5,4,4,6
no,female,women,22,2,1,1,4,1,2,2,2,1,4
no,female,either,20,1,1,1,4,3,2,5,4,5,3
no,female,men,20,2,2,3,3,1,2,1,1,1,5
no,male,women,27,2,2,3,5,3,4,2,4,3,5
no,male,women,21,2,2,1,1,1,1,4,2,1,6
no,female,men,18,1,1,1,2,4,2,4,3,3,5
no,male,women,18,2,2,2,3,5,4,5,2,5,4
no,female,men,18,2,2,2,5,4,4,4,4,4,6
no,female,men,21,4,3,5,5,3,4,4,4,2,6
no,female,men,18,2,2,2,3,2,3,4,3,2,5
no,female,men,21,2,1,1,3,2,4,3,4,4,3
no,male,women,26,1,1,1,1,1,1,5,5,5,4
no,female,women,19,3,1,1,3,1,3,4,4,2,6
no,female,men,18,2,1,1,5,3,5,3,4,1,5
no,female,men,20,3,2,4,1,1,5,2,2,2,6
no,female,men,19,4,2,3,5,5,5,5,5,4,6
no,male,women,18,1,1,1,2,2,1,5,1,1,3
no,male,women,27,3,3,3,4,4,4,5,3,3,6
no,male,men,18,1,1,1,1,2,3,5,5,4,4
no,male,women,19,2,2,2,5,5,5,5,3,5,5
no,female,men,32,3,2,3,2,2,2,4,2,2,6
no,male,women,20,1,1,1,5,4,3,4,4,3,5
no,female,men,21,2,2,2,2,2,2,2,2,2,5
no,female,men,19,2,1,2,2,1,3,1,1,1,4
no,female,men,22,1,1,1,1,1,1,1,3,2,5
no,male,women,21,1,1,1,2,1,1,5,4,2,5
no,female,men,18,4,2,3,4,4,4,5,5,2,5
no,male,women,27,3,1,2,5,3,5,5,3,4,6
no,female,men,22,5,4,5,5,5,5,5,4,4,6
no,female,men,29,1,4,4,4,5,3,5,5,5,6
no,female,men,26,2,4,3,5,5,5,4,4,4,5
no,male,women,24,3,1,3,5,5,5,5,1,4,1
no,female,men,20,1,1,1,1,1,1,2,1,1,6
no,male,men,18,1,1,1,2,2,2,2,2,2,2
no,female,men,18,3,3,3,3,1,3,1,1,1,4
no,female,men,20,2,1,1,3,4,5,3,3,3,5
no,female,women,24,2,2,2,4,3,5,5,3,2,5
no,female,men,28,4,5,5,5,4,5,5,4,4,5
no,female,men,27,3,1,2,2,1,2,2,1,2,6
no,female,men,18,4,4,4,2,4,2,5,3,3,6
no,female,women,32,3,1,1,3,1,2,2,2,1,4
no,female,men,18,2,1,1,2,1,3,3,4,4,5
no,female,men,20,1,1,1,3,2,4,5,4,3,6
no,female,women,20,1,1,2,3,2,3,4,3,3,5
no,female,women,21,1,1,1,3,1,1,4,4,1,5
no,male,women,38,2,5,5,5,5,5,5,2,4,6
no,female,men,27,2,1,4,5,4,4,4,2,2,4
no,female,men,19,1,1,1,2,2,1,2,2,1,5
no,female,men,19,3,2,3,4,2,3,3,4,2,4
no,female,men,19,1,1,1,1,1,1,2,2,3,4
no,female,men,20,4,4,4,5,5,4,5,4,3,6
no,female,men,22,1,4,4,4,3,5,5,3,4,7
no,female,men,19,2,1,2,1,1,2,1,1,1,4
no,female,men,40,1,5,5,1,1,1,4,4,2,5
no,female,men,22,2,2,3,5,3,4,2,2,2,6
no,female,men,18,5,3,5,5,5,4,2,2,3,6
no,female,either,18,2,2,1,3,1,2,4,4,4,4
no,male,women,21,1,1,1,1,1,2,4,2,2,5
no,male,women,22,3,1,2,5,3,5,5,2,3,6
no,female,men,21,1,1,1,1,4,2,4,2,2,4
no,female,men,19,4,3,2,4,5,5,4,4,3,5
no,female,women,32,2,5,5,5,5,5,3,3,4,6
no,female,men,18,1,1,1,3,2,1,4,3,4,4
no,male,either,19,2,2,1,3,5,5,4,2,3,5
no,female,men,19,3,3,3,4,3,5,4,4,2,3
no,male,women,20,3,2,2,2,4,2,2,2,2,5
no,female,men,39,2,1,1,1,1,1,4,4,1,6
no,female,men,19,3,2,3,1,5,3,5,5,4,7
no,female,men,26,3,1,2,4,4,4,3,3,3,6
no,female,men,20,3,2,2,3,1,5,1,2,2,4
no,female,women,18,1,1,1,3,2,2,5,2,4,2
no,female,men,18,2,1,1,1,1,1,1,1,1,4
no,male,women,21,1,1,1,1,1,1,4,1,1,5
no,male,women,22,1,1,1,1,1,1,4,4,1,4
no,female,men,21,4,4,5,5,2,5,4,3,2,6
no,male,women,19,2,2,3,3,5,4,5,5,3,5
no,female,men,20,3,4,4,4,2,3,4,3,3,5
no,male,women,22,3,2,4,5,5,5,4,5,5,6
no,male,women,19,2,2,2,1,2,2,3,2,3,5
no,male,women,21,2,3,3,1,1,1,4,4,4,6
no,female,men,18,2,1,1,1,1,1,5,2,1,5
no,female,men,22,4,2,3,5,4,4,2,2,1,6
no,male,women,21,1,1,1,2,2,3,5,4,4,6
no,male,women,25,1,1,1,2,1,1,5,2,2,4
no,male,women,18,1,1,1,4,5,4,5,4,5,4
no,female,men,25,3,2,1,5,2,2,1,1,1,5
no,female,men,19,1,1,1,2,2,2,4,4,1,5
no,male,women,39,3,3,5,5,5,5,5,5,5,5
no,female,men,22,3,3,4,3,2,4,4,4,3,6
no,female,either,25,4,4,5,4,2,4,4,4,4,5
no,female,women,26,1,1,1,2,1,2,2,1,1,2
no,male,women,30,4,5,5,5,5,5,4,4,4,6
no,female,men,18,1,1,1,5,5,5,5,5,5,3
no,female,men,21,3,2,1,5,1,2,4,2,2,5
no,female,either,25,2,3,4,4,4,5,5,4,5,4
no,female,men,27,2,2,3,4,2,2,5,3,3,6
no,female,men,22,2,1,1,2,1,1,2,2,1,4
no,male,women,19,2,2,2,4,3,3,2,1,2,5
no,female,men,24,2,1,1,2,1,1,3,1,3,6
no,female,men,19,1,1,1,3,2,2,4,3,4,6
no,female,men,19,2,1,1,4,3,4,3,3,2,6
no,female,men,25,3,3,3,5,5,3,1,1,1,5
no,female,men,20,3,3,3,3,4,4,5,3,5,5
no,male,women,27,3,5,5,5,5,5,5,5,5,7
no,female,men,18,2,1,1,5,5,3,3,4,1,4
no,male,women,21,2,2,3,5,2,4,5,5,5,7
no,female,men,19,1,1,1,2,2,2,2,2,1,4
no,female,either,19,4,4,4,5,5,4,5,5,5,6
no,female,men,19,1,1,1,1,1,1,1,1,1,7
no,male,women,20,3,3,3,5,5,5,2,3,4,5
no,male,women,22,1,3,3,5,5,4,5,4,5,2
no,female,men,20,2,2,1,2,1,3,2,2,1,7
no,female,men,19,2,1,1,5,4,5,2,2,2,4
no,female,men,19,2,1,2,5,3,5,4,4,4,2
no,female,men,25,2,1,1,2,1,2,2,2,2,4
no,female,women,18,4,4,5,3,2,3,2,2,2,6
no,male,men,21,4,3,4,4,4,4,5,4,4,5
no,female,men,47,3,4,1,2,2,2,2,2,2,6
no,male,women,19,2,2,1,3,2,5,2,2,2,6
no,female,men,59,1,1,2,2,1,1,3,2,1,4
no,female,men,22,3,3,4,4,1,4,2,2,2,6
no,female,men,19,2,3,1,3,5,2,2,1,1,4
no,female,men,21,2,2,2,5,4,5,3,2,2,3
no,female,men,20,3,1,4,2,4,3,1,3,2,6
no,female,men,22,5,5,5,5,5,5,3,5,5,4
no,female,men,22,1,1,1,3,3,4,4,3,2,6
no,female,men,18,1,1,1,1,1,2,2,2,1,2
no,female,men,22,3,5,5,4,4,5,3,4,3,4
no,female,men,18,3,2,2,3,2,3,3,3,2,6
no,female,men,21,5,2,4,3,2,3,4,2,2,6
no,female,men,25,3,4,2,5,5,5,4,3,4,5
no,female,men,19,4,2,3,2,3,4,2,3,2,5
no,female,men,23,3,1,3,4,2,4,5,4,2,5
no,female,either,22,3,3,5,1,1,1,3,3,2,6
no,female,either,18,1,1,1,2,2,2,4,3,4,5
no,female,men,60,2,2,2,4,1,1,1,1,1,2
no,male,either,21,3,3,3,3,4,4,5,5,3,2
no,female,men,22,3,2,3,4,4,3,2,2,1,6
no,male,women,21,5,5,5,3,5,5,5,5,5,6
no,male,either,21,4,3,3,3,3,5,5,3,5,6
no,female,either,18,2,2,1,5,5,4,3,3,1,5
no,female,either,21,1,1,1,2,2,2,4,4,2,2
no,female,men,18,3,2,3,4,2,3,2,2,1,6
no,male,women,19,3,3,2,3,2,4,5,4,5,6
no,female,men,23,2,1,1,4,1,2,3,2,2,4
no,female,men,22,3,2,3,5,5,5,4,3,3,4
no,female,either,19,3,2,2,5,5,5,5,5,5,5
no,female,men,39,3,2,1,3,3,5,4,5,4,5
no,male,women,25,3,2,5,3,1,3,4,2,4,6
no,female,men,28,2,2,4,2,1,5,2,2,2,4
no,female,men,20,3,2,2,2,4,2,1,1,1,4
no,female,either,18,1,1,1,3,1,2,5,4,5,6
no,female,men,19,2,2,3,5,5,5,5,5,5,5
no,female,men,21,2,2,2,2,1,3,3,2,1,5
no,female,men,18,1,1,1,3,1,3,2,3,4,3
no,female,men,19,3,2,3,4,3,4,4,4,5,4
no,female,either,35,2,5,5,5,4,4,4,3,3,6
no,male,women,42,2,2,2,2,3,3,4,2,4,6
no,male,women,23,1,1,1,2,2,1,2,2,1,6
no,female,men,28,2,3,3,2,1,1,1,1,2,4
no,female,men,41,2,5,1,2,1,4,2,2,2,6
no,female,either,19,2,1,1,1,2,3,2,2,2,6
no,female,men,21,3,2,2,4,2,3,2,3,4,6
no,female,either,21,4,5,5,5,5,5,4,3,3,5
no,female,men,19,5,5,4,5,5,4,4,4,5,5
no,male,women,18,1,1,1,4,3,5,5,4,4,7
no,female,men,19,4,1,2,3,4,3,4,3,3,6
no,female,men,19,2,2,2,3,3,3,2,3,3,6
no,female,either,22,2,1,1,3,2,2,2,2,1,2
no,male,women,18,2,2,2,2,3,5,5,4,5,6
no,female,men,22,2,1,1,1,1,1,1,1,1,4
no,male,women,18,1,1,1,3,3,3,5,5,2,6
no,female,men,22,2,2,2,1,1,2,4,3,2,5
no,female,either,24,3,4,4,1,3,4,5,5,1,7
no,female,men,24,3,1,1,1,2,1,4,2,2,6
no,female,men,19,3,1,1,2,1,2,2,2,1,6
no,female,men,23,3,3,2,3,1,2,5,1,1,4
no,female,either,19,1,1,1,2,1,3,4,4,2,5
no,male,women,24,2,1,2,3,2,2,2,2,2,5
no,female,either,18,1,1,1,5,5,4,5,2,5,5
no,female,men,24,3,2,4,4,4,5,3,3,3,5
no,female,men,18,1,1,1,2,3,2,4,4,2,4
no,male,women,19,2,1,1,1,2,1,3,3,1,4
no,female,men,18,2,1,2,3,5,2,1,1,1,5
no,male,women,27,2,3,3,5,5,5,5,3,2,5
no,female,men,19,3,3,1,5,3,5,3,3,2,5
no,male,men,25,5,4,1,5,5,5,4,4,5,3
no,female,men,19,1,1,1,3,2,3,2,1,2,2
no,female,men,24,3,2,3,5,3,5,4,5,4,6
no,male,women,24,4,2,5,4,4,5,5,4,4,5
no,female,men,21,2,2,1,2,3,4,2,1,1,2
no,female,men,18,1,1,1,2,2,2,3,3,2,3
no,female,women,25,3,3,1,5,2,4,5,2,2,6
no,female,men,21,1,1,1,2,3,3,4,4,3,3
no,female,men,18,2,1,1,5,5,5,5,4,5,5
no,male,women,29,2,1,1,1,1,1,4,2,1,6
no,female,men,26,3,2,3,1,1,5,2,1,2,6
no,female,men,18,2,1,1,2,1,2,2,1,2,4
no,female,men,47,2,5,5,5,5,5,5,5,4,6
no,male,either,24,3,3,1,3,2,5,5,4,5,4
no,female,men,19,2,1,1,1,1,1,1,5,1,5
no,female,men,18,3,3,2,3,3,3,5,5,4,1
no,female,men,23,1,1,1,1,1,1,2,2,2,2
no,female,either,26,2,3,3,3,4,4,4,3,4,2
no,male,women,28,2,1,1,5,5,4,3,3,3,6
no,female,men,22,2,2,2,3,1,2,3,1,1,5
no,female,men,18,3,1,2,5,3,4,2,2,1,6
no,female,women,28,1,1,1,2,1,2,2,1,1,3
no,female,either,18,1,3,1,5,4,3,2,2,2,3
no,male,men,21,4,5,3,5,5,5,5,5,5,2
no,male,women,18,1,1,1,4,4,4,4,2,2,4
no,female,men,35,2,2,5,5,5,5,4,1,2,4
no,female,men,21,4,5,5,5,5,5,5,4,4,5
no,male,women,19,1,1,2,1,1,5,2,1,2,2
no,female,men,18,3,1,2,4,3,4,5,5,4,6
no,female,either,18,4,3,3,5,5,5,5,4,3,6
no,female,men,19,2,2,1,3,4,3,4,2,2,5
no,female,men,18,1,1,1,2,1,1,3,2,2,5
no,female,men,21,3,3,1,2,2,2,4,2,4,6
no,female,either,32,2,2,2,2,1,1,3,1,1,3
no,male,women,19,1,1,1,5,1,1,3,2,4,4
no,male,women,18,4,3,3,3,4,4,5,3,5,3
no,female,men,20,2,1,1,3,1,2,1,1,1,4
no,female,men,21,2,2,1,2,1,1,4,5,2,6
no,male,women,19,1,1,1,2,2,4,4,4,4,3
no,female,either,26,2,1,1,5,1,1,2,3,3,5
no,male,either,20,2,2,1,2,2,2,2,2,2,4
no,female,either,22,1,3,4,5,1,3,2,2,2,6
no,female,men,23,2,3,3,3,1,2,3,3,1,5
no,female,men,19,1,2,2,4,4,5,5,4,5,6
no,female,men,38,2,1,1,1,1,1,1,1,1,6
no,female,either,30,4,2,3,5,5,5,2,3,1,5
no,male,women,50,2,1,1,3,2,2,4,3,2,6
no,female,men,18,2,1,1,2,1,2,1,1,1,4
no,female,men,21,4,3,3,3,2,3,1,1,1,5
no,female,men,18,4,3,3,4,3,5,5,5,4,4
no,female,men,20,2,2,1,4,4,4,4,2,4,6
no,female,either,18,3,3,2,5,5,5,4,4,4,3
no,female,men,19,1,1,1,5,3,4,5,2,4,4
no,female,men,20,1,2,1,2,1,2,4,3,1,4
no,female,men,27,2,4,3,3,2,2,4,5,2,6
no,female,either,24,1,1,1,5,3,2,4,2,2,4
no,male,women,18,2,1,2,5,4,5,4,3,4,6
no,male,men,23,3,4,5,5,4,4,5,2,3,6
no,female,men,20,3,4,4,2,2,3,4,2,1,7
no,female,men,22,2,2,2,2,2,2,5,3,3,4
no,male,women,24,1,1,1,1,5,4,5,3,4,5
no,female,men,25,1,1,1,1,2,3,4,2,1,6
no,female,men,19,2,3,3,3,5,5,2,2,2,7
no,male,men,30,2,5,5,5,5,5,5,4,3,3
no,female,men,21,1,1,1,5,5,3,3,4,2,7
no,female,men,18,1,1,1,3,1,1,5,2,4,4
no,female,men,19,2,3,3,1,1,1,2,2,1,5
no,male,women,24,4,4,5,5,5,5,5,4,4,6
no,female,men,24,1,1,1,3,2,3,5,4,4,4
no,male,women,20,2,2,3,3,3,5,2,1,2,4
no,female,men,24,2,2,1,1,1,1,2,1,1,3
no,female,men,23,5,5,5,5,1,5,1,2,1,6
no,female,either,23,1,1,1,3,5,5,5,4,5,7
no,female,men,21,2,1,1,1,1,1,2,2,1,5
no,male,women,23,1,4,4,5,3,5,5,2,4,5
no,female,men,18,4,4,3,4,5,4,5,4,5,6
no,male,women,21,2,1,1,1,5,1,2,2,2,6
no,male,women,33,2,5,5,5,5,5,5,4,5,6
no,female,men,25,2,3,3,3,1,2,2,3,1,1
no,female,men,18,1,1,1,1,1,2,4,2,1,2
no,female,either,18,3,3,2,5,5,5,4,3,3,6
no,female,men,21,1,1,1,3,1,1,5,1,2,5
no,female,either,23,1,1,2,3,2,5,5,2,3,2
no,female,men,23,1,2,1,2,1,1,3,3,1,6
no,female,men,20,4,3,3,3,2,2,4,4,3,5
